case_name,case_dir,signal_path,gt_json,model_id,pred_MD,gt_MD,abs_err_MD,rel_err_MD,pred_FA,gt_FA,abs_err_FA,rel_err_FA,pred_uFA,gt_uFA,abs_err_uFA,rel_err_uFA,pred_C_c,gt_C_c,abs_err_C_c,rel_err_C_c,pred_C_MD,gt_C_MD,abs_err_C_MD,rel_err_C_MD
crossing_needles_2__signal_real_011,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_011.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7414841055870056,0.6333333333333333,0.10815077225367231,0.17076437724237087,0.6312230825424194,0.626608359990366,0.0046147225520534185,0.0073646041877210265,0.9206809997558594,0.9379366108168786,0.01725561106101925,0.0183974171196627,0.48024001717567444,0.4463190184049082,0.033920998770766264,0.07600168796731974,-0.006690467707812786,-1.2003718489948148e-16,0.006690467707812666,6689664699.294241
crossing_needles_2__signal_real_012,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_012.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7363741993904114,0.6333333333333333,0.10304086605707807,0.16269610430039272,0.6230514049530029,0.626608359990366,0.0035569550373630854,0.005676520238913021,0.9565951228141785,0.9379366108168786,0.018658511997299843,0.019893148195835604,0.43069523572921753,0.4463190184049082,0.015623782675690645,0.03500586358944149,0.0011795336613431573,-1.2003718489948148e-16,0.0011795336613432774,1179392090.4368486
crossing_needles_2__signal_real_013,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_013.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7710160613059998,0.6333333333333333,0.13768272797266645,0.21739378100913012,0.637263834476471,0.626608359990366,0.010655474486104932,0.01700499892189717,0.9356753826141357,0.9379366108168786,0.002261228202742882,0.002410853971006736,0.4745594561100006,0.4463190184049082,0.028240437705092436,0.06327410784769417,-0.006725092884153128,-1.2003718489948148e-16,0.006725092884153008,6724285719.82474
crossing_needles_2__signal_real_014,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_014.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8306316137313843,0.6333333333333333,0.19729828039805097,0.31152360062800966,0.5933178067207336,0.626608359990366,0.03329055326963237,0.05312816648359285,0.8769607543945312,0.9379366108168786,0.060975856422347374,0.06501063688000894,0.46151426434516907,0.4463190184049082,0.015195245940260893,0.03404570568050825,0.03258998319506645,-1.2003718489948148e-16,0.03258998319506657,32586071654.758198
crossing_needles_2__signal_real_015,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_015.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.806970477104187,0.6333333333333333,0.1736371437708537,0.2741639112167046,0.6066148281097412,0.626608359990366,0.019993531880624804,0.03190754090944509,0.9201477766036987,0.9379366108168786,0.017788834213179894,0.018965923718094413,0.43900665640830994,0.4463190184049082,0.007312361996598238,0.01638371141502188,-0.005893239285796881,-1.2003718489948148e-16,0.005893239285796761,5892531962.84801
crossing_needles_2__signal_real_016,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_016.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8092369437217712,0.6333333333333333,0.17590361038843794,0.2777425427181477,0.593931257724762,0.626608359990366,0.03267710226560405,0.05214916421806806,0.9343520402908325,0.9379366108168786,0.0035845705260461047,0.0038217620302936754,0.40979552268981934,0.4463190184049082,0.03652349571508884,0.08183271204874419,0.005532804410904646,-1.2003718489948148e-16,0.005532804410904766,5532140348.350881
crossing_needles_2__signal_real_017,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_017.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.6629780530929565,0.6333333333333333,0.02964471975962324,0.04680745225196279,0.6630608439445496,0.626608359990366,0.036452483954183545,0.05817427005711482,0.9323798418045044,0.9379366108168786,0.00555676901237423,0.005924461150448899,0.5206679701805115,0.4463190184049082,0.0743489517756033,0.1665825311257207,-0.011394289322197437,-1.2003718489948148e-16,0.011394289322197318,11392921747.942913
crossing_needles_2__signal_real_018,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_018.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7828041911125183,0.6333333333333333,0.149470857779185,0.23600661754570898,0.5377756953239441,0.626608359990366,0.08883266466642192,0.14176744253403506,0.8899801969528198,0.9379366108168786,0.0479564138640588,0.051129696091339175,0.3706255555152893,0.4463190184049082,0.07569346288961887,0.16959497527120587,-0.0032367659732699394,-1.2003718489948148e-16,0.0032367659732698193,3236377487.626932
crossing_needles_2__signal_real_019,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_019.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.788252592086792,0.6333333333333333,0.1549192587534587,0.2446093559261275,0.6526214480400085,0.626608359990366,0.02601308804964253,0.041514109467037694,0.9208744764328003,0.9379366108168786,0.01706213438407833,0.01819113806550337,0.5086930990219116,0.4463190184049082,0.06237408061700345,0.13975223560891792,0.00702055124565959,-1.2003718489948148e-16,0.0070205512456597095,7019708619.598198
crossing_needles_2__signal_real_020,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_020.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8725831508636475,0.6333333333333333,0.23924981753031416,0.3777628697841101,0.6016539335250854,0.626608359990366,0.024954426465280566,0.039824598678550045,0.8996926546096802,0.9379366108168786,0.03824395620719845,0.04077456383097127,0.44434061646461487,0.4463190184049082,0.001978401940293306,0.004432708127382629,0.027529174461960793,-1.2003718489948148e-16,0.027529174461960914,27525870333.974113
crossing_needles_2__signal_real_021,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_021.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8307838439941406,0.6333333333333333,0.19745051066080732,0.3117639642007825,0.6272708773612976,0.626608359990366,0.0006625173709315924,0.0010573069451877742,0.9191033244132996,0.9379366108168786,0.018833286403579064,0.02007948744761811,0.4659719467163086,0.4463190184049082,0.01965292831140042,0.044033365151217724,0.006715261377394199,-1.2003718489948148e-16,0.006715261377394319,6714455393.070802
crossing_needles_2__signal_real_022,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_022.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7964485287666321,0.6333333333333333,0.16311519543329878,0.25755030857848615,0.6179165244102478,0.626608359990366,0.008691835580118212,0.013871241009676245,0.9113886952400208,0.9379366108168786,0.026547915576857872,0.02830459465028042,0.46471378207206726,0.4463190184049082,0.018394763667159086,0.04121438457374862,0.008522765710949898,-1.2003718489948148e-16,0.008522765710950017,8521742784.935676
crossing_needles_2__signal_real_023,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_023.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7971867322921753,0.6333333333333333,0.163853398958842,0.2587158930924999,0.6269466280937195,0.626608359990366,0.00033826810335346735,0.0005398397547044031,0.9147775173187256,0.9379366108168786,0.02315909349815304,0.024691533767893292,0.47393178939819336,0.4463190184049082,0.027612770993285185,0.061867789304404106,0.025650717318058014,-1.2003718489948148e-16,0.025650717318058135,25647638647.71554
crossing_needles_2__signal_real_024,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_024.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8066905736923218,0.6333333333333333,0.17335724035898847,0.27372195846112857,0.6397941708564758,0.626608359990366,0.013185810866109815,0.021043145460573655,0.947541356086731,0.9379366108168786,0.009604745269852333,0.010240292530512288,0.46163833141326904,0.4463190184049082,0.015319313008360869,0.03432368412862166,0.016322268173098564,-1.2003718489948148e-16,0.016322268173098686,16320309129.134134
crossing_needles_2__signal_real_025,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_025.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8072227835655212,0.6333333333333333,0.17388945023218794,0.27456228983986325,0.6102046370506287,0.626608359990366,0.016403722939737353,0.026178589350393248,0.9346779584884644,0.9379366108168786,0.0032586523284142688,0.0034742777825600936,0.43210846185684204,0.4463190184049082,0.014210556548066133,0.031839460032021843,0.006350850686430931,-1.2003718489948148e-16,0.006350850686431051,6350088439.690887
crossing_needles_2__signal_real_026,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_026.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8832682371139526,0.6333333333333333,0.24993490378061933,0.39463405860035483,0.5828527808189392,0.626608359990366,0.043755579171426806,0.06982922981115304,0.8766340017318726,0.9379366108168786,0.061302609085006066,0.06535901080943021,0.4381662607192993,0.4463190184049082,0.008152757685608858,0.01826665983163252,0.048195187002420425,-1.2003718489948148e-16,0.04819518700242054,48189402482.20459
crossing_needles_2__signal_real_027,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_027.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.710766613483429,0.6333333333333333,0.07743328015009565,0.12226307392101063,0.609411358833313,0.626608359990366,0.017197001157053027,0.02744457663681663,0.9664083123207092,0.9379366108168786,0.028471701503830604,0.030355677745645675,0.40870237350463867,0.4463190184049082,0.0376166449002695,0.08428196726776892,-0.012041146866977215,-1.2003718489948148e-16,0.012041146866977095,12039701655.08339
crossing_needles_2__signal_real_028,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_028.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8031385540962219,0.6333333333333333,0.16980522076288862,0.26811350646729554,0.6153151988983154,0.626608359990366,0.011293161092050585,0.018022678618916276,0.9151976108551025,0.9379366108168786,0.022738999961776085,0.024243642586835083,0.45803895592689514,0.4463190184049082,0.011719937521986967,0.026259104001094085,-0.000674550305120647,-1.2003718489948148e-16,0.0006745503051205269,674469343.7192059
crossing_needles_2__signal_real_029,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_029.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7794085144996643,0.6333333333333333,0.146075181166331,0.2306450228938427,0.6167314052581787,0.626608359990366,0.009876954732187304,0.015762564566363907,0.9321434497833252,0.9379366108168786,0.005793161033553429,0.006176495262832107,0.44113126397132874,0.4463190184049082,0.005187754433579439,0.011623422304763624,0.001602914184331894,-1.2003718489948148e-16,0.001602914184332014,1602721798.1191907
crossing_needles_2__signal_real_030,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_030.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7660582661628723,0.6333333333333333,0.132724932829539,0.20956568341473072,0.5885870456695557,0.626608359990366,0.03802131432081035,0.06067795571915805,0.9401238560676575,0.9379366108168786,0.0021872452507788465,0.002331975557358374,0.4009181261062622,0.4463190184049082,0.04540089229864597,0.10172296143866266,-0.015373099595308304,-1.2003718489948148e-16,0.015373099595308184,15371254473.192848
crossing_needles_2__signal_real_031,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_031.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7682735323905945,0.6333333333333333,0.13494019905726118,0.21306347219533914,0.5823858380317688,0.626608359990366,0.044222521958597216,0.07057442061450721,0.8888229727745056,0.9379366108168786,0.04911363804237301,0.052363493946084506,0.43384024500846863,0.4463190184049082,0.012478773396439546,0.02795931358921083,0.0029933033511042595,-1.2003718489948148e-16,0.0029933033511043796,2992944086.521672
crossing_needles_2__signal_real_032,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_032.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7607190012931824,0.6333333333333333,0.12738566795984907,0.20113526519944414,0.6358660459518433,0.626608359990366,0.009257685961477247,0.014774277766745416,0.9488859176635742,0.9379366108168786,0.010949306846695595,0.011673823924143257,0.4570222496986389,0.4463190184049082,0.010703231293730742,0.023981123036071497,-0.0030641602352261543,-1.2003718489948148e-16,0.003064160235226034,3063792466.2032747
crossing_needles_2__signal_real_033,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2,C:\SynQTI-IR\data\Results_SNR_fit_2_MLP\crossing_needles_2\crossing_needles_2\SNR30\signal_real_033.nii,C:\SynQTI-IR\data\Results_2_MLP\crossing_needles_2\crossing_needles_2\crossing_needles_2__crossing_needles_2__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.7966804504394531,0.6333333333333333,0.16334711710611982,0.25791650069346617,0.6219568252563477,0.626608359990366,0.004651534734018359,0.007423352497375637,0.9165179133415222,0.9379366108168786,0.021418697475356407,0.022835975510839,0.4619649350643158,0.4463190184049082,0.01564591665940762,0.03505545588285536,0.024929188191890717,-1.2003718489948148e-16,0.024929188191890838,24926196121.47816
