case_name,case_dir,signal_path,gt_json,gt_V,pred_V,gt_FA,pred_MD,gt_MD,abs_err_MD,rel_err_MD,pred_FA,abs_err_FA,rel_err_FA,pred_uFA,gt_uFA,abs_err_uFA,rel_err_uFA,pred_C_c,gt_C_c,abs_err_C_c,rel_err_C_c,pred_C_MD,gt_C_MD,abs_err_C_MD,rel_err_C_MD
Frac_0.82,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82\frac_gauss_2__Frac_0.82_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82\frac_gauss_2__Frac_0.82__GT_params.json,0.7296181520405404,0.959912721279434,0.02407336367964815,2.44014835357666,2.5971332922079102,0.15698493863125007,0.06044546851029407,0.0664079412817955,0.04233457760214735,1.7585651163563336,0.20897869765758514,0.13057763659775473,0.07840106105983041,0.6004172161634765,0.11864619702100754,,,,0.1612127125263214,0.09761144255139134,0.06360126997493007,0.6515759660123159
Frac_0.91,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91\frac_gauss_2__Frac_0.91_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91\frac_gauss_2__Frac_0.91__GT_params.json,0.41055253264566277,1.1209657397317592,0.013386758476636597,2.678110361099243,2.8038117883831406,0.12570142728389744,0.04483233425462562,0.05945071205496788,0.04606395357833128,3.441008789042093,0.15594851970672607,0.08762402697979893,0.06832449272692714,0.7797460934076803,0.18163235485553741,,,,0.15629151463508606,0.04963211397508626,0.10665940065999979,2.148999752688157
Frac_1.00,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00\frac_gauss_2__Frac_1.00_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00\frac_gauss_2__Frac_1.00__GT_params.json,0.009582116506837888,1.2345944644393543,,2.8893773555755615,2.999572620785153,0.11019526520959166,0.03673698861163453,0.05702434480190277,,,0.11265268921852112,0.0,0.11265268921852112,112652689218.52112,0.3321140706539154,,,,0.14788216352462769,0.0010638500424254632,0.14681831348220223,138.00658691469874
iso_bimod0.80_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01\iso_bimod_gauss_2__iso_bimod0.80_V0.01_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01\iso_bimod_gauss_2__iso_bimod0.80_V0.01__GT_params.json,0.010211505810483478,0.003729097269651241,0.0,0.8599759936332703,0.7989715645455319,0.0610044290877384,0.07635369241502651,0.046371977776288986,0.046371977776288986,46371977776.28899,0.342494934797287,0.0,0.342494934797287,342494934797.287,0.08603669703006744,,,,0.00504232756793499,0.015744718370378184,0.010702390802443194,0.6797448229940223
iso_bimod0.80_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09\iso_bimod_gauss_2__iso_bimod0.80_V0.09_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09\iso_bimod_gauss_2__iso_bimod0.80_V0.09__GT_params.json,0.09072940191990522,0.012669046069861713,,0.882470965385437,0.7989715645455321,0.08349940083990492,0.10450860148858518,0.04739631712436676,,,0.3352457880973816,1.218968367236447e-08,0.33524577590769794,27500162.00220825,0.08780428022146225,,,,0.016268333420157433,0.12444283799583014,0.10817450457567271,0.8692706331434531
iso_bimod0.80_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15\iso_bimod_gauss_2__iso_bimod0.80_V0.15_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15\iso_bimod_gauss_2__iso_bimod0.80_V0.15__GT_params.json,0.1509478805206445,0.022224583050304614,,0.9051870703697205,0.7989715645455319,0.1062155058241886,0.13294028290540325,0.04815374314785004,,,0.3274136781692505,1.1715464382242222e-08,0.3274136664537861,27944749.86413331,0.08967399597167969,,,,0.027124200016260147,0.1912418882134192,0.16411768819715905,0.858168101818527
iso_bimod0.80_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25\iso_bimod_gauss_2__iso_bimod0.80_V0.25_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25\iso_bimod_gauss_2__iso_bimod0.80_V0.25__GT_params.json,0.2512287021244527,0.044553123207317934,0.0,0.957280695438385,0.7989715645455321,0.15830913089285292,0.19814113282329837,0.049212511628866196,0.049212511628866196,49212511628.866196,0.3088754117488861,0.0,0.3088754117488861,308875411748.8861,0.09226304292678833,,,,0.04861827567219734,0.28241136062314404,0.2337930849509467,0.8278458927227702
iso_bimod0.80_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35\iso_bimod_gauss_2__iso_bimod0.80_V0.35_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35\iso_bimod_gauss_2__iso_bimod0.80_V0.35__GT_params.json,0.35145645003422843,0.08063716593639485,0.0,1.0353161096572876,0.7989715645455321,0.2363445451117555,0.29581095948752106,0.04928262531757355,0.04928262531757355,49282625317.57355,0.2851310968399048,,,,0.0908021405339241,,,,0.0752296969294548,0.35507393942807935,0.27984424249862455,0.7881294891666337
iso_bimod0.80_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49\iso_bimod_gauss_2__iso_bimod0.80_V0.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49\iso_bimod_gauss_2__iso_bimod0.80_V0.49__GT_params.json,0.48906213143410926,0.17381467376437795,,1.2171664237976074,0.8003443686942194,0.416822055103388,0.5208033834022249,0.043528586626052856,,,0.25054529309272766,1.3849420991164021e-08,0.25054527924330666,18089362.00590176,0.062307458370923996,,,,0.11732390522956848,0.4329465290814051,0.3156226238518366,0.7290106344558832
iso_bimod2.00_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01\iso_bimod_gauss_2__iso_bimod2.00_V0.01_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01\iso_bimod_gauss_2__iso_bimod2.00_V0.01__GT_params.json,0.010211505810483513,0.6220591690900898,0.0,2.003992795944214,1.9989715645455317,0.005021231398682158,0.0025119073666369177,0.03037632443010807,0.03037632443010807,30376324430.10807,0.15754157304763794,0.0,0.15754157304763794,157541573047.63794,0.06493589282035828,,,,0.15489570796489716,0.0025489899937662934,0.15234671797113086,59.767483702931884
iso_bimod2.00_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09\iso_bimod_gauss_2__iso_bimod2.00_V0.09_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09\iso_bimod_gauss_2__iso_bimod2.00_V0.09__GT_params.json,0.09072940191990522,0.6127841171014328,0.0,1.9824553728103638,1.9989715645455322,0.016516191735168384,0.008262344511596437,0.030024012550711632,0.030024012550711632,30024012550.71163,0.1595705896615982,0.0,0.1595705896615982,159570589661.5982,0.06127311661839485,,,,0.15591958165168762,0.022201593196915993,0.13371798845477162,6.022900575771445
iso_bimod2.00_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15\iso_bimod_gauss_2__iso_bimod2.00_V0.15_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15\iso_bimod_gauss_2__iso_bimod2.00_V0.15__GT_params.json,0.1509478805206445,0.6059768132695327,0.0,1.9666366577148438,1.9989715645455322,0.032334906830688404,0.016175771283681865,0.02982994168996811,0.02982994168996811,29829941689.96811,0.16112899780273438,0.0,0.16112899780273438,161128997802.73438,0.058741435408592224,,,,0.15667790174484253,0.036400742583723826,0.1202771591611187,3.3042501504239916
iso_bimod2.00_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25\iso_bimod_gauss_2__iso_bimod2.00_V0.25_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25\iso_bimod_gauss_2__iso_bimod2.00_V0.25__GT_params.json,0.2512287021244527,0.5951775403438794,0.0,1.9410525560379028,1.9989715645455322,0.05791900850762932,0.028974403405667395,0.029585208743810654,0.029585208743810654,29585208743.810654,0.16363972425460815,0.0,0.16363972425460815,163639724254.60815,0.055212512612342834,,,,0.15796902775764465,0.05915277592147684,0.09881625183616782,1.6705260284939507
iso_bimod2.00_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35\iso_bimod_gauss_2__iso_bimod2.00_V0.35_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35\iso_bimod_gauss_2__iso_bimod2.00_V0.35__GT_params.json,0.35145645003422826,0.5851728179924306,0.0,1.9163202047348022,1.9989715645455322,0.08265135981072991,0.04134694123549447,0.029418136924505234,0.029418136924505234,29418136924.505234,0.16604843735694885,,,,0.052324213087558746,,,,0.1593485027551651,0.08084395183821233,0.07850455091695277,0.9710627589443881
iso_bimod2.00_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49\iso_bimod_gauss_2__iso_bimod2.00_V0.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49\iso_bimod_gauss_2__iso_bimod2.00_V0.49__GT_params.json,0.49172559743178607,0.5716682040335057,0.0,1.8821241855621338,1.9989715645455322,0.11684737898339836,0.05845374744482934,0.029272841289639473,0.029272841289639473,29272841289.639473,0.16945599019527435,0.0,0.16945599019527435,169455990195.27435,0.04867326468229294,,,,0.16137917339801788,0.10957397773216815,0.051805195665849735,0.4727873965842918
iso_uni0.80,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80\iso_uni_gauss_2__iso_uni0.80_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80\iso_uni_gauss_2__iso_uni0.80__GT_params.json,0.006154124913739716,0.002694577700701908,,0.8565852642059326,0.795538104906566,0.06104715929936666,0.07673693934052318,0.04622776061296463,,,0.34342825412750244,0.0,0.34342825412750244,343428254127.50244,0.08612874150276184,,,,0.0036723960656672716,0.009630340906972137,0.005957944841304866,0.6186639598991549
iso_uni1.20,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20\iso_uni_gauss_2__iso_uni1.20_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20\iso_uni_gauss_2__iso_uni1.20__GT_params.json,0.014509550156708543,0.14217486175540148,0.0,1.1892882585525513,1.1991849979136033,0.009896739361052065,0.008252887901585335,0.04620979726314545,0.04620979726314545,46209797263.14545,0.2610529363155365,,,,0.06588852405548096,,,,0.1005190908908844,0.009988990471432658,0.09053010041945174,9.062987963527869
iso_uni1.50,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50\iso_uni_gauss_2__iso_uni1.50_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50\iso_uni_gauss_2__iso_uni1.50__GT_params.json,0.021682870025490603,0.31500558931132694,0.0,1.4654450416564941,1.5008415987567307,0.03539655710023659,0.023584472291769402,0.03638427332043648,0.03638427332043648,36384273320.43648,0.2167448103427887,0.0,0.2167448103427887,216744810342.7887,0.04308450222015381,,,,0.14668279886245728,0.009534249485586037,0.13714854937687124,14.384829091144384
iso_uni1.75,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75\iso_uni_gauss_2__iso_uni1.75_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75\iso_uni_gauss_2__iso_uni1.75__GT_params.json,0.03155757963073496,0.4632605961507647,0.0,1.7306170463562012,1.7500149788850017,0.01939793252880051,0.011084437997867055,0.03239959478378296,0.03239959478378296,32399594783.78296,0.18841984868049622,,,,0.045673854649066925,,,,0.1546761691570282,0.010199242939011305,0.1444769262180169,14.165455913520649
iso_uni2.00,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00\iso_uni_gauss_2__iso_uni2.00_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00\iso_uni_gauss_2__iso_uni2.00__GT_params.json,0.03690304351795334,0.6119358365267429,,1.9853333234786987,1.988308506287268,0.0029751828085693433,0.0014963386210741264,0.03028339147567749,,,0.1594032496213913,0.0,0.1594032496213913,159403249621.3913,0.06249668076634407,,,,0.15525265038013458,0.009248248551446833,0.14600440182868774,15.787248904557066
iso_uni2.49,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49\iso_uni_gauss_2__iso_uni2.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49\iso_uni_gauss_2__iso_uni2.49__GT_params.json,0.06127638350245606,0.9376516631612765,0.0,2.4961330890655518,2.491365043058468,0.004768046007083804,0.0019138287343184786,0.034044839441776276,0.034044839441776276,34044839441.776276,0.12341109663248062,0.0,0.12341109663248062,123411096632.48062,0.1407351940870285,,,,0.1504894495010376,0.009775791542206114,0.14071365795883148,14.394093545972071
needle_sphere_2tensors,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors\needle_sphere_2__needle_sphere_2tensors_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors\needle_sphere_2__needle_sphere_2tensors__GT_params.json,0.4669444444444446,0.23936265895380318,0.33723468436858856,1.3123784065246582,1.3166666666666667,0.004288260142008449,0.003256906436965968,0.519338846206665,0.18210416183807648,0.5399923859507331,0.6520912647247314,0.41436318339493633,0.23772808132979512,0.5737191209447748,0.613543689250946,,,,0.13897550106048584,0.21219389043170905,0.07321838937122321,0.3450541823891119
ODI_0.02,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.02,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.02\o_prog_gauss_2__ODI_0.02_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.02\o_prog_gauss_2__ODI_0.02__GT_params.json,8.388917503409371e-33,0.011057498028589824,0.8308467971461997,0.92081618309021,0.8000000000000013,0.1208161830902087,0.15102022886257185,0.8914063572883606,0.060559560142160906,0.07288896141875802,0.9360111951828003,0.8522808827351158,0.08373031244768447,0.09824262651402114,0.8678649067878723,,,,0.013041002675890923,6.726766422580508e-16,0.01304100267589025,13032236195.00548
ODI_0.10,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.10,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.10\o_prog_gauss_2__ODI_0.10_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.10\o_prog_gauss_2__ODI_0.10__GT_params.json,8.624120797897484e-33,0.006909073220285053,0.7062461037161517,0.9276686906814575,0.8000000000000013,0.12766869068145625,0.1595858633516206,0.7230139970779419,0.016767893361790187,0.023742280875655847,0.873963475227356,0.8524905903767496,0.02147288485060639,0.025188412743759995,0.7058350443840027,,,,0.008028492331504822,-1.9031253539812783e-15,0.008028492331506725,8013242127.246771
ODI_0.18,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.18,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.18\o_prog_gauss_2__ODI_0.18_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.18\o_prog_gauss_2__ODI_0.18__GT_params.json,8.887833582626582e-33,-0.003744548497515776,0.5206066542452586,0.9272574186325073,0.8000000000000013,0.12725741863250606,0.15907177329043348,0.5236419439315796,0.003035289686320941,0.005830293680582079,0.8113610148429871,0.8522930544774923,0.0409320396345052,0.048025781061363945,0.440529465675354,,,,-0.004355106968432665,1.1660903960157059e-15,0.004355106968433831,4350034435.056773
ODI_0.26,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.26,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.26\o_prog_gauss_2__ODI_0.26_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.26\o_prog_gauss_2__ODI_0.26__GT_params.json,9.522169740488463e-33,-0.008324699459234261,0.3985594550281764,0.9217857718467712,0.8000000000000013,0.12178577184676997,0.15223221480827195,0.39899590611457825,0.0004364510864018345,0.001095071465234426,0.7832698225975037,0.851864908773541,0.06859508617603738,0.08052343214221083,0.2816053330898285,,,,-0.009797348640859127,-5.031115821519374e-16,0.009797348640858624,9792421959.953253
ODI_0.34,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.34,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.34\o_prog_gauss_2__ODI_0.34_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\o_prog_gauss_2\ODI_0.34\o_prog_gauss_2__ODI_0.34__GT_params.json,8.467318601572076e-33,-0.011601211841875394,0.26613322655817273,0.9024717807769775,0.8000000000000013,0.10247178077697627,0.12808972597106003,0.26398763060569763,0.002145595952475099,0.008062112274425237,0.7605417966842651,0.8528616473996073,0.09231985071534221,0.10824715942699391,0.13032060861587524,,,,-0.014244135469198227,-6.488728816539003e-16,0.014244135469197578,14234898829.374111
