case_name,case_dir,signal_path,gt_json,model_id,pred_MD,gt_MD,abs_err_MD,rel_err_MD,pred_FA,gt_FA,abs_err_FA,rel_err_FA,pred_uFA,gt_uFA,abs_err_uFA,rel_err_uFA,pred_C_c,gt_C_c,abs_err_C_c,rel_err_C_c,pred_C_MD,gt_C_MD,abs_err_C_MD,rel_err_C_MD
Frac_0.64,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.64,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.64\frac_gauss_2__Frac_0.64_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.64\frac_gauss_2__Frac_0.64__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.969300389289856,2.2008496078639084,0.23154921857405242,0.10520901462171388,0.10699272900819778,0.05384928797048892,0.05314344103770886,0.9868921770302,0.3163416087627411,0.20465613635952112,0.11168547240321997,0.5457225685452961,0.12015382200479507,0.06923255962677835,0.050921262378016724,0.7355103242143521,0.1664581596851349,0.18939162666076834,0.02293346697563345,0.1210901842909348
Frac_0.73,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.73,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.73\frac_gauss_2__Frac_0.73_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.73\frac_gauss_2__Frac_0.73__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.1973912715911865,2.3988804445393073,0.20148917294812074,0.08399300323894704,0.08365947008132935,0.03728989666181832,0.04636957341951103,1.2434889224497647,0.26185372471809387,0.16816681711681575,0.09368690760127812,0.5571069798843974,0.11230050027370453,0.049170174650993936,0.06313032562271059,1.2839150169695512,0.1648133397102356,0.144181622230646,0.020631717479589584,0.14309533462206522
Frac_0.82,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82\frac_gauss_2__Frac_0.82_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.82\frac_gauss_2__Frac_0.82__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.44014835357666,2.5971332922079102,0.15698493863125007,0.06044546851029407,0.0664079487323761,0.02407336367964815,0.04233458505272795,1.758565425851122,0.20897871255874634,0.13057763659775473,0.0784010759609916,0.6004173302807296,0.11864618211984634,0.033988808947876065,0.08465737317197028,2.4907425646867134,0.16121269762516022,0.09761144255139134,0.06360125507376888,0.6515758133543815
Frac_0.91,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91\frac_gauss_2__Frac_0.91_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_0.91\frac_gauss_2__Frac_0.91__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.6781105995178223,2.8038117883831406,0.12570118886531834,0.04483224922089401,0.05945071950554848,0.013386758476636597,0.04606396102891188,3.441009345605552,0.15594854950904846,0.08762402697979893,0.06832452252924953,0.7797464335235528,0.18163235485553741,0.023340192795852067,0.15829216205968535,6.781956063406405,0.15629151463508606,0.04963211397508626,0.10665940065999979,2.148999752688157
Frac_1.00,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00\frac_gauss_2__Frac_1.00_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\frac_gauss_2\Frac_1.00\frac_gauss_2__Frac_1.00__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.8893771171569824,2.999572620785153,0.11019550362817077,0.03673706809581753,0.05702434480190277,,,,0.11265269666910172,0.0,0.11265269666910172,112652696669.10172,0.3321140706539154,-inf,inf,,0.14788216352462769,0.0010638500424254632,0.14681831348220223,138.00658691469874
iso_bimod0.80_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01\iso_bimod_gauss_2__iso_bimod0.80_V0.01_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.01\iso_bimod_gauss_2__iso_bimod0.80_V0.01__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8599758148193359,0.7989715645455319,0.06100425027380407,0.0763534686098972,0.04637197405099869,0.0,0.04637197405099869,46371974050.99869,0.3424949645996094,0.0,0.3424949645996094,342494964599.6094,0.08603668212890625,,,,0.00504232756793499,0.015744718370378184,0.010702390802443194,0.6797448229940223
iso_bimod0.80_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09\iso_bimod_gauss_2__iso_bimod0.80_V0.09_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.09\iso_bimod_gauss_2__iso_bimod0.80_V0.09__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8824708461761475,0.7989715645455321,0.08349928163061537,0.10450845228516563,0.04739631712436676,,,,0.3352457582950592,1.218968367236447e-08,0.33524574610537555,27500159.5575281,0.08780426532030106,-1.1421298841425473,1.2299341494628484,1.076877653354761,0.01626833714544773,0.12444283799583014,0.10817450085038241,0.8692706032076982
iso_bimod0.80_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15\iso_bimod_gauss_2__iso_bimod0.80_V0.15_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.15\iso_bimod_gauss_2__iso_bimod0.80_V0.15__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.9051870703697205,0.7989715645455319,0.1062155058241886,0.13294028290540325,0.04815374314785004,,,,0.3274136781692505,1.1715464382242222e-08,0.3274136664537861,27944749.86413331,0.08967399597167969,-1.2364636415095211,1.3261376374812008,1.0725245716575456,0.027124200016260147,0.1912418882134192,0.16411768819715905,0.858168101818527
iso_bimod0.80_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25\iso_bimod_gauss_2__iso_bimod0.80_V0.25_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.25\iso_bimod_gauss_2__iso_bimod0.80_V0.25__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.957280695438385,0.7989715645455321,0.15830913089285292,0.19814113282329837,0.0492125079035759,0.0,0.0492125079035759,49212507903.5759,0.3088754713535309,0.0,0.3088754713535309,308875471353.5309,0.09226301312446594,,,,0.04861827939748764,0.28241136062314404,0.2337930812256564,0.827845879531763
iso_bimod0.80_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35\iso_bimod_gauss_2__iso_bimod0.80_V0.35_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.35\iso_bimod_gauss_2__iso_bimod0.80_V0.35__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.0353161096572876,0.7989715645455321,0.2363445451117555,0.29581095948752106,0.04928262159228325,0.0,0.04928262159228325,49282621592.28325,0.2851310968399048,,,,0.09080212563276291,-0.0,0.09080212563276291,90802125632.76291,0.0752297043800354,0.35507393942807935,0.27984423504804395,0.7881294681834532
iso_bimod0.80_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49\iso_bimod_gauss_2__iso_bimod0.80_V0.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod0.80_V0.49\iso_bimod_gauss_2__iso_bimod0.80_V0.49__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.2171663045883179,0.8003443686942194,0.41682193589409844,0.520803234454729,0.04352859407663345,,,,0.2505452632904053,1.3849420991164021e-08,0.2505452494409843,18089359.854174938,0.062307458370923996,-0.8817510616591904,0.9440585200301144,1.0706633210654823,0.11732389032840729,0.4329465290814051,0.3156226387529978,0.7290106688739006
iso_bimod2.00_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01\iso_bimod_gauss_2__iso_bimod2.00_V0.01_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.01\iso_bimod_gauss_2__iso_bimod2.00_V0.01__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.003992795944214,1.9989715645455317,0.005021231398682158,0.0025119073666369177,0.03037632443010807,0.0,0.03037632443010807,30376324430.10807,0.15754160284996033,0.0,0.15754160284996033,157541602849.96033,0.06493589282035828,,,,0.15489570796489716,0.0025489899937662934,0.15234671797113086,59.767483702931884
iso_bimod2.00_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09\iso_bimod_gauss_2__iso_bimod2.00_V0.09_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.09\iso_bimod_gauss_2__iso_bimod2.00_V0.09__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.9824556112289429,1.9989715645455322,0.016515953316589282,0.008262225240975819,0.030024008825421333,0.0,0.030024008825421333,30024008825.421333,0.1595706194639206,0.0,0.1595706194639206,159570619463.9206,0.06127311661839485,,,,0.15591958165168762,0.022201593196915993,0.13371798845477162,6.022900575771445
iso_bimod2.00_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15\iso_bimod_gauss_2__iso_bimod2.00_V0.15_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.15\iso_bimod_gauss_2__iso_bimod2.00_V0.15__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.9666366577148438,1.9989715645455322,0.032334906830688404,0.016175771283681865,0.02982993982732296,0.0,0.02982993982732296,29829939827.32296,0.16112899780273438,0.0,0.16112899780273438,161128997802.73438,0.058741435408592224,,,,0.15667787194252014,0.036400742583723826,0.12027712935879631,3.3042493316955737
iso_bimod2.00_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25\iso_bimod_gauss_2__iso_bimod2.00_V0.25_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.25\iso_bimod_gauss_2__iso_bimod2.00_V0.25__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.941052794456482,1.9989715645455322,0.05791877008905022,0.028974284135046775,0.029585212469100952,0.0,0.029585212469100952,29585212469.100952,0.16363972425460815,0.0,0.16363972425460815,163639724254.60815,0.055212512612342834,,,,0.15796904265880585,0.05915277592147684,0.09881626673732902,1.6705262804037042
iso_bimod2.00_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35\iso_bimod_gauss_2__iso_bimod2.00_V0.35_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.35\iso_bimod_gauss_2__iso_bimod2.00_V0.35__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.9163199663162231,1.9989715645455322,0.08265159822930901,0.041347060506115085,0.029418136924505234,0.0,0.029418136924505234,29418136924.505234,0.16604845225811005,,,,0.05232422053813934,-0.0,0.05232422053813934,52324220538.13934,0.1593484878540039,0.08084395183821233,0.07850453601579158,0.9710625746243388
iso_bimod2.00_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49\iso_bimod_gauss_2__iso_bimod2.00_V0.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_bimod_gauss_2\iso_bimod2.00_V0.49\iso_bimod_gauss_2__iso_bimod2.00_V0.49__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.882124423980713,1.9989715645455322,0.11684714056481926,0.05845362817420872,0.029272841289639473,0.0,0.029272841289639473,29272841289.639473,0.16945601999759674,0.0,0.16945601999759674,169456019997.59674,0.04867325723171234,,,,0.16137917339801788,0.10957397773216815,0.051805195665849735,0.4727873965842918
iso_uni0.80,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80\iso_uni_gauss_2__iso_uni0.80_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni0.80\iso_uni_gauss_2__iso_uni0.80__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,0.8565853238105774,0.795538104906566,0.061047218904011435,0.07673701426420618,0.04622776433825493,,,,0.34342825412750244,0.0,0.34342825412750244,343428254127.50244,0.08612874150276184,-inf,inf,,0.0036723960656672716,0.009630340906972137,0.005957944841304866,0.6186639598991549
iso_uni1.20,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20\iso_uni_gauss_2__iso_uni1.20_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.20\iso_uni_gauss_2__iso_uni1.20__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.1892881393432617,1.1991849979136033,0.009896858570341616,0.008252987310175134,0.04620979353785515,0.0,0.04620979353785515,46209793537.85515,0.2610529065132141,,,,0.06588853150606155,-0.0,0.06588853150606155,65888531506.061554,0.1005190908908844,0.009988990471432658,0.09053010041945174,9.062987963527869
iso_uni1.50,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50\iso_uni_gauss_2__iso_uni1.50_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.50\iso_uni_gauss_2__iso_uni1.50__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.4654451608657837,1.5008415987567307,0.03539643789094704,0.023584392863474204,0.036384280771017075,0.0,0.036384280771017075,36384280771.017075,0.2167448103427887,0.0,0.2167448103427887,216744810342.7887,0.04308450222015381,,,,0.14668279886245728,0.009534249485586037,0.13714854937687124,14.384829091144384
iso_uni1.75,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75\iso_uni_gauss_2__iso_uni1.75_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni1.75\iso_uni_gauss_2__iso_uni1.75__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.7306170463562012,1.7500149788850017,0.01939793252880051,0.011084437997867055,0.03239959478378296,0.0,0.03239959478378296,32399594783.78296,0.18841984868049622,,,,0.045673858374357224,-0.0,0.045673858374357224,45673858374.35722,0.1546761691570282,0.010199242939011305,0.1444769262180169,14.165455913520649
iso_uni2.00,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00\iso_uni_gauss_2__iso_uni2.00_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.00\iso_uni_gauss_2__iso_uni2.00__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.9853330850601196,1.988308506287268,0.002975421227148445,0.0014964585313286707,0.03028339147567749,,,,0.1594032496213913,0.0,0.1594032496213913,159403249621.3913,0.06249667704105377,-inf,inf,,0.15525265038013458,0.009248248551446833,0.14600440182868774,15.787248904557066
iso_uni2.49,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49\iso_uni_gauss_2__iso_uni2.49_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\iso_uni_gauss_2\iso_uni2.49\iso_uni_gauss_2__iso_uni2.49__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,2.4961330890655518,2.491365043058468,0.004768046007083804,0.0019138287343184786,0.034044843167066574,0.0,0.034044843167066574,34044843167.066574,0.12341109663248062,0.0,0.12341109663248062,123411096632.48062,0.1407351791858673,,,,0.1504894495010376,0.009775791542206114,0.14071365795883148,14.394093545972071
needle_sphere_2tensors,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors\needle_sphere_2__needle_sphere_2tensors_exact.nii,C:\SynQTI-IR\data\Results_2_MLP\needle_sphere_2\needle_sphere_2tensors\needle_sphere_2__needle_sphere_2tensors__GT_params.json,QTI_MLP_16P_sub_min_case_m_ENSAVG_18,1.3123784065246582,1.3166666666666667,0.004288260142008449,0.003256906436965968,0.5193387866020203,0.33723468436858856,0.1821041022334317,0.539992209205435,0.6520912647247314,0.41436318339493633,0.23772808132979512,0.5737191209447748,0.6135437488555908,0.6623722789871166,0.04882853013152577,0.07371765347142764,0.13897551596164703,0.21219389043170905,0.07321837447006202,0.3450541121648412
